itemid,categoryid,parentid,category_depth
180698,70,8,3
180700,209,293,2
180701,342,500,2
180703,618,105,2
180704,1007,485,3
180705,1196,1181,3
180706,936,143,2
180707,196,1667,3
180708,638,746,3
180709,1084,194,3
180710,1445,293,2
180711,196,1667,3
180712,173,788,2
180713,915,1550,3
180714,1577,362,2
180715,1343,25,2
180716,977,871,2
180717,959,1095,3
180720,1196,1181,3
180721,1301,1034,2
180722,1113,1145,3
180723,352,859,1
180724,403,1687,3
180725,421,1424,2
180726,828,293,2
180729,1483,561,2
180730,589,1308,3
180731,1483,561,2
180732,1061,1259,2
180733,92,653,1
180734,1076,986,2
180735,208,33,2
180736,449,1139,2
180737,403,1687,3
180738,173,788,2
180739,686,594,3
180740,1320,879,2
180741,598,362,2
180742,65,293,2
180743,479,520,4
180744,619,145,2
180745,490,647,3
180746,342,500,2
180747,389,1259,2
180748,1500,1515,3
180749,1565,1481,3
180750,1415,14,3
180751,529,623,3
180752,1114,113,2
180753,942,125,4
180754,1172,810,2
180755,242,1531,2
180756,780,1067,3
180757,741,362,2
180758,1142,485,3
180759,1043,226,3
180760,691,1079,3
180761,936,143,2
180763,1610,92,2
180764,491,679,1
180765,1196,1181,3
180766,1483,561,2
180767,1338,1278,2
180768,1498,580,3
180769,282,113,2
180770,184,1009,2
180771,1434,1136,3
180772,474,903,2
180773,769,587,2
180774,844,1458,3
180775,1549,1329,3
180776,1680,587,2
180777,491,679,1
180779,702,1067,3
180780,64,206,3
180781,1650,1426,2
180782,1061,1259,2
180783,499,986,2
180784,707,561,2
180785,1007,485,3
180786,227,602,2
180788,1318,986,2
180789,342,500,2
180790,72,620,4
180791,1007,485,3
180792,1248,1368,3
180793,1007,485,3
180794,1320,879,2
180795,429,113,2
180797,646,1606,3
180798,167,1066,3
180799,1256,879,2
180800,1113,1145,3
180801,449,1139,2
180802,1142,485,3
180803,1177,381,2
180804,1301,1034,2
180805,769,587,2
180807,337,653,1
180809,421,1424,2
180810,1244,500,2
180811,342,500,2
180812,1250,1423,2
180813,1378,322,3
180814,173,788,2
180815,978,747,3
180816,421,1424,2
180817,417,1215,3
180818,508,362,2
180819,358,1257,2
180820,173,788,2
180821,1250,1423,2
180822,284,1009,2
180823,417,1215,3
180824,130,145,2
180825,1483,561,2
180826,414,206,3
180828,1219,121,3
180829,1084,194,3
180833,914,226,3
180834,704,1426,2
180835,196,1667,3
180836,1084,194,3
180837,1421,105,2
180839,342,500,2
180840,1529,805,3
180842,686,594,3
180843,1680,587,2
180844,1567,1531,2
180845,491,679,1
180846,1477,206,3
180847,421,1424,2
180848,1196,1181,3
180849,1007,485,3
180850,1171,938,3
180851,196,1667,3
180852,84,1308,3
180853,1578,1249,2
180854,1256,879,2
180855,947,1012,3
180857,1535,727,2
180858,858,1426,2
180859,126,871,2
180860,578,1278,2
180861,1384,1458,3
180862,227,602,2
180863,1404,593,2
180864,1362,587,2
180865,769,587,2
180866,1282,25,2
180867,1680,587,2
180868,1385,1202,2
180869,618,105,2
180870,535,426,3
180871,1061,1259,2
180872,196,1667,3
180873,184,1009,2
180874,1114,113,2
180875,491,679,1
180876,973,20,3
180877,320,854,2
180878,130,145,2
180880,1248,1368,3
180881,1301,1034,2
180882,173,788,2
180884,1634,143,2
180885,1151,781,4
180886,746,1200,2
180887,64,206,3
180888,1320,879,2
180889,421,1424,2
180890,421,1424,2
180893,324,1145,3
180894,1680,587,2
180895,844,1458,3
180896,126,871,2
180897,1196,1181,3
180898,333,1497,2
180899,209,293,2
180901,330,986,2
180902,72,620,4
180903,532,945,2
180904,1512,1687,3
180905,774,620,4
180907,224,1487,3
180908,646,1606,3
180909,64,206,3
180910,215,1453,3
180911,1680,587,2
180912,1007,485,3
180913,1317,897,3
180914,173,788,2
180915,1244,500,2
180916,1384,1458,3
180917,1493,594,3
180918,48,500,2
180919,1016,213,3
180920,952,362,2
180921,610,1239,3
180922,637,92,2
180924,984,827,3
180925,1301,1034,2
180926,876,580,3
180927,1142,485,3
180928,595,186,3
180929,84,1308,3
180930,173,788,2
180931,1076,986,2
180932,1172,810,2
180933,1007,485,3
180934,977,871,2
180935,808,1272,3
180936,1007,485,3
180938,472,1259,2
180939,421,1424,2
180941,416,1299,2
180942,531,1058,3
180943,173,788,2
180944,1483,561,2
180945,564,214,3
180947,1114,113,2
180948,350,362,2
180949,1171,938,3
180950,572,1066,3
180951,1578,1249,2
180952,1645,1534,3
180953,1317,897,3
180954,443,1687,3
180955,769,587,2
180956,1609,383,3
180958,948,1110,2
180959,1421,105,2
180960,1358,1009,2
180961,79,1687,3
180962,1279,1606,3
180963,184,1009,2
180964,977,871,2
180965,686,594,3
180966,126,871,2
180967,65,293,2
180970,84,1308,3
180971,295,20,3
180972,1567,1531,2
180973,730,1482,1
180974,1262,1658,3
180975,706,713,3
180976,769,587,2
180977,1408,1259,2
180978,396,164,2
180979,1048,1308,3
180980,331,1487,3
180982,1250,1423,2
180983,3,1281,3
180985,561,395,1
180986,1421,105,2
180987,354,1009,2
180988,1043,226,3
180989,646,1606,3
180990,173,788,2
180991,1007,485,3
180992,491,679,1
180993,429,113,2
180994,392,1202,2
180997,1142,485,3
180998,209,293,2
180999,1385,1202,2
181000,1511,409,2
181001,1246,945,2
181002,343,1290,3
181003,806,1497,2
181005,84,1308,3
181006,173,788,2
181007,173,788,2
181008,1221,1426,2
181009,173,788,2
181010,227,602,2
181012,126,871,2
181013,589,1308,3
181014,1247,593,2
181015,1418,896,3
181016,1244,500,2
181017,1577,362,2
181018,1051,955,3
181019,1256,879,2
181020,330,986,2
181021,195,1079,3
181022,1172,810,2
181023,595,186,3
181024,1287,1009,2
181025,828,293,2
181026,191,1383,3
181027,173,788,2
181028,914,226,3
181029,1007,485,3
181030,976,1009,2
181031,1666,1684,2
181033,1250,1423,2
181034,304,1673,2
181035,1483,561,2
181036,944,950,4
181037,1375,805,3
181038,195,1079,3
181039,1221,1426,2
181041,1378,322,3
181042,535,426,3
181043,1415,14,3
181044,1680,587,2
181045,509,110,2
181046,1301,1034,2
181047,1413,1313,3
181048,173,788,2
181049,491,679,1
181050,683,1606,3
181051,1421,105,2
181052,1301,1034,2
181053,208,33,2
181055,1304,362,2
181056,342,500,2
181057,769,587,2
181058,730,1482,1
181059,130,145,2
181061,618,105,2
181062,1609,383,3
181063,737,854,2
181065,1142,485,3
181066,1421,105,2
181067,683,1606,3
181068,48,500,2
181069,35,20,3
181070,769,587,2
181071,508,362,2
181072,352,859,1
181073,131,1486,2
181074,646,1606,3
181075,342,500,2
181076,960,594,3
181077,324,1145,3
181078,242,1531,2
181079,612,54,3
181080,618,105,2
181081,130,145,2
181083,1301,1034,2
181084,739,1181,3
181085,1415,14,3
181086,1483,561,2
181088,64,206,3
181089,1625,1141,3
181090,646,1606,3
181091,947,1012,3
181092,619,145,2
181094,289,1416,2
181095,924,1416,2
181096,282,113,2
181097,1680,587,2
181098,1163,561,2
181099,1250,1423,2
181100,208,33,2
181101,1500,1515,3
181102,969,1141,3
181103,1,854,2
181104,173,788,2
181105,242,1531,2
181106,242,1531,2
181107,1076,986,2
181109,999,1621,2
181110,1271,1259,2
181111,163,945,2
181112,1142,485,3
181113,224,1487,3
181114,1483,561,2
181115,1533,602,2
181116,242,1531,2
181117,160,605,2
181118,256,1257,2
181120,1197,777,3
181121,1690,593,2
181122,1020,1329,3
181123,646,1606,3
181124,1226,1669,2
181125,459,1330,3
181126,863,194,3
181127,196,1667,3
181128,921,143,2
181129,1533,602,2
181130,1338,1278,2
181131,864,994,2
181132,512,362,2
181133,64,206,3
181134,686,594,3
181135,1277,312,2
181136,1163,561,2
181138,531,1058,3
181139,828,293,2
181140,1503,580,3
181143,1362,587,2
181144,195,1079,3
181145,242,1531,2
181146,1607,593,2
181147,390,1546,3
181149,1078,1249,2
181150,1301,1034,2
181151,1007,485,3
181152,769,587,2
181153,1113,1145,3
181154,302,1458,3
181155,342,500,2
181156,282,113,2
181157,936,143,2
181158,1317,897,3
181159,330,986,2
181160,1007,485,3
181161,1221,1426,2
181162,1248,1368,3
181163,1220,125,4
181164,184,1009,2
181165,1255,587,2
181166,225,593,2
181167,342,500,2
181168,173,788,2
181169,619,145,2
181170,1250,1423,2
181171,158,1621,2
181172,1098,897,3
181173,48,500,2
181175,491,679,1
181176,1408,1259,2
181177,330,986,2
181178,491,679,1
181179,1625,1141,3
181180,1279,1606,3
181181,438,312,2
181182,1286,854,2
181183,1,854,2
181184,217,908,4
181185,1634,143,2
181186,723,995,2
181187,1250,1423,2
181188,218,116,3
181189,1142,485,3
181190,1593,1673,2
181191,1454,1596,2
181192,48,500,2
181193,268,138,4
181194,1255,587,2
181195,1222,105,2
181196,481,1009,2
181197,1301,1034,2
181198,173,788,2
181199,863,194,3
181200,1255,587,2
181201,1526,1621,2
181202,1051,955,3
181203,173,788,2
181204,230,1424,2
181205,1489,1009,2
181206,1255,587,2
181208,1114,113,2
181209,1193,1453,3
181210,1445,293,2
181211,1665,945,2
181212,992,1008,3
181214,1535,727,2
181215,535,426,3
181216,342,500,2
181217,1418,896,3
181218,227,602,2
181219,1114,113,2
181220,1070,1423,2
181222,508,362,2
181223,284,1009,2
181224,769,587,2
181225,1404,593,2
181226,646,1606,3
181227,373,340,4
181228,730,1482,1
181229,1639,1181,3
181230,1116,1497,2
181231,117,1492,3
181233,1680,587,2
181235,1113,1145,3
181236,209,293,2
181237,769,587,2
181238,769,587,2
181239,1408,1259,2
181240,988,727,2
181241,1455,213,3
181242,1589,1426,2
181244,1007,485,3
181245,354,1009,2
181246,50,312,2
181249,749,1687,3
181250,282,113,2
181251,646,1606,3
181253,282,113,2
181255,1283,1651,2
181256,330,986,2
181257,1035,920,2
181258,977,871,2
181259,195,1079,3
181260,589,1308,3
181261,1680,587,2
181262,120,897,3
181263,1493,594,3
181264,671,1426,2
181265,1113,1145,3
181266,64,206,3
181267,173,788,2
181268,421,1424,2
181270,1179,580,3
181271,1421,105,2
181272,646,1606,3
181273,589,1308,3
181274,1301,1034,2
181275,1135,1329,3
181276,1070,1423,2
181277,1070,1423,2
181278,769,587,2
181280,175,1492,3
181281,619,145,2
181282,792,805,3
181283,1135,1329,3
181284,1221,1426,2
181285,342,500,2
181286,782,1562,3
181287,619,145,2
181288,1098,897,3
181289,739,1181,3
181290,1542,745,3
181291,1504,587,2
181293,1262,1658,3
181294,1301,1034,2
181295,828,293,2
181296,277,1398,2
181297,195,1079,3
181298,1483,561,2
181299,1300,127,3
181300,1250,1423,2
181301,1483,561,2
181303,342,500,2
181305,173,788,2
181306,741,362,2
181307,741,362,2
181308,618,105,2
181309,1675,1550,3
181310,479,520,4
181311,352,859,1
181312,741,362,2
181313,1390,121,3
181314,1301,1034,2
181315,1421,105,2
181317,769,587,2
181318,1338,1278,2
181319,1255,587,2
181320,173,788,2
181321,256,1257,2
181322,598,362,2
181323,801,766,3
181325,1385,1202,2
181326,1343,25,2
181327,1142,485,3
181328,1179,580,3
181329,1142,485,3
181330,683,1606,3
181332,1578,1249,2
181333,1255,587,2
181334,173,788,2
181335,988,727,2
181336,1061,1259,2
181337,1069,362,2
181338,1261,25,2
181340,999,1621,2
181341,862,1667,3
181343,639,351,2
181344,1362,587,2
181346,1084,194,3
181347,1286,854,2
181348,1279,1606,3
181349,324,1145,3
181350,284,1009,2
181351,1219,121,3
181353,1500,1515,3
181354,205,381,2
181355,360,1174,3
181356,1680,587,2
181357,799,920,2
181359,1007,485,3
181361,65,293,2
181363,1483,561,2
181364,1620,937,4
181365,959,1095,3
181366,414,206,3
181367,617,131,3
181368,985,1502,2
181369,1393,1383,3
181370,173,788,2
181372,1408,1259,2
181373,1254,520,4
181374,828,293,2
181375,436,1518,3
181376,561,395,1
181377,1007,485,3
181378,769,587,2
181380,1680,587,2
181381,342,500,2
181382,1609,383,3
181383,1504,587,2
181384,230,1424,2
181385,1250,1423,2
181386,1301,1034,2
181387,1070,1423,2
181388,1285,1259,2
181392,242,1531,2
181393,575,1257,2
181394,1663,1398,2
181395,342,500,2
181396,464,143,2
181397,1113,1145,3
181398,508,362,2
181399,469,1383,3
181400,1415,14,3
181401,646,1606,3
181402,686,594,3
181404,360,1174,3
181405,769,587,2
181407,1483,561,2
181408,330,986,2
181409,1301,1034,2
181410,572,1066,3
181411,1084,194,3
181413,342,500,2
181414,1007,485,3
181415,804,187,4
181417,799,920,2
181418,1135,1329,3
181419,1680,587,2
181420,1142,485,3
181422,436,1518,3
181423,1542,745,3
181424,1285,1259,2
181425,342,500,2
181426,646,1606,3
181427,959,1095,3
181428,1286,854,2
181430,1173,805,3
181431,1018,1331,4
181432,243,418,2
181433,1172,810,2
181434,389,1259,2
181435,1244,500,2
181436,173,788,2
181437,1560,293,2
181438,1304,362,2
181439,730,1482,1
181440,227,602,2
181441,92,653,1
181442,730,1482,1
181443,1318,986,2
181445,1680,587,2
181446,686,594,3
181448,1680,587,2
181449,242,1531,2
181450,512,362,2
181452,730,1482,1
181453,497,149,3
181454,1007,485,3
181455,272,1687,3
181457,1087,622,3
181458,267,1566,2
181459,475,1550,3
181460,782,1562,3
181461,242,1531,2
181462,72,620,4
181463,1343,25,2
181464,1489,1009,2
181465,1675,1550,3
181466,1542,745,3
181468,209,293,2
181469,1091,573,4
181470,1441,1566,2
181471,535,426,3
181472,64,206,3
181474,173,788,2
181475,1338,1278,2
181476,184,1009,2
181477,65,293,2
181478,1665,945,2
181479,360,1174,3
181480,828,293,2
181481,333,1497,2
181482,1216,859,1
181483,1578,1249,2
181485,844,1458,3
181486,414,206,3
181487,227,602,2
181488,828,293,2
181489,876,580,3
181490,1528,1426,2
181491,1421,105,2
181492,1680,587,2
181493,926,852,4
181494,1250,1423,2
181495,1113,1145,3
181496,198,1009,2
181497,403,1687,3
181498,996,1259,2
181499,360,1174,3
181500,1301,1034,2
181501,780,1067,3
181502,828,293,2
181503,1234,92,2
181504,1007,485,3
181505,1011,745,3
181506,1530,879,2
181507,1408,1259,2
181508,1317,897,3
181509,342,500,2
181510,1231,901,2
181511,1542,745,3
181512,330,986,2
181513,806,1497,2
181514,438,312,2
181515,242,1531,2
181516,126,871,2
181517,1051,955,3
181518,1511,409,2
181519,1385,1202,2
181520,491,679,1
181521,1135,1329,3
181522,671,1426,2
181524,1084,194,3
181525,263,143,2
181526,565,500,2
181527,1663,1398,2
181528,1338,1278,2
181530,684,1041,4
181531,1593,1673,2
181532,486,25,2
181533,1244,500,2
181534,1301,1034,2
181535,792,805,3
181536,173,788,2
181537,507,1546,3
181538,1007,485,3
181539,1255,587,2
181540,1286,854,2
181541,1533,602,2
181542,65,293,2
181543,589,1308,3
181545,242,1531,2
181546,1007,485,3
181547,1051,955,3
181549,1076,986,2
181550,279,777,3
181552,769,587,2
181553,1680,587,2
181554,173,788,2
181555,686,594,3
181556,595,186,3
181557,1393,1383,3
181558,1171,938,3
181559,1116,1497,2
181560,1196,1181,3
181561,316,605,2
181563,1255,587,2
181564,535,426,3
181565,624,871,2
181566,927,605,2
181567,1061,1259,2
181568,730,1482,1
181569,248,1596,2
181572,1002,879,2
181573,1542,745,3
181574,741,362,2
181575,926,852,4
181576,1205,580,3
181577,278,362,2
181578,342,500,2
181579,48,500,2
181580,342,500,2
181581,1680,587,2
181583,173,788,2
181584,1084,194,3
181585,35,20,3
181586,84,1308,3
181587,1016,213,3
181588,342,500,2
181589,1007,485,3
181591,1070,1423,2
181592,414,206,3
181593,1114,113,2
181594,320,854,2
181596,578,1278,2
181597,1255,587,2
181598,1404,593,2
181599,1473,859,1
181600,242,1531,2
181601,330,986,2
181602,342,500,2
181603,1007,485,3
181604,782,1562,3
181605,1225,8,3
181606,342,500,2
181607,126,871,2
181609,256,1257,2
181611,360,1174,3
181612,491,679,1
181613,1560,293,2
181614,742,1067,3
181615,1378,322,3
181616,924,1416,2
181617,1171,938,3
181618,1007,485,3
181619,1007,485,3
181620,173,788,2
181621,999,1621,2
181622,421,1424,2
181623,239,1515,3
181624,1680,587,2
181626,126,871,2
181627,1250,1423,2
181628,1477,206,3
181629,618,105,2
181630,936,143,2
181631,1680,587,2
181633,1680,587,2
181634,1111,835,3
181636,833,901,2
181637,683,1606,3
181639,173,788,2
181640,730,1482,1
181641,1196,1181,3
181642,1554,1678,2
181643,173,788,2
181644,3,1281,3
181645,1301,1034,2
181646,492,362,2
181648,1007,485,3
181649,619,145,2
181650,315,131,3
181651,331,1487,3
181652,491,679,1
181653,1035,920,2
181654,414,206,3
181655,1301,1034,2
181656,69,485,3
181657,1142,485,3
181658,490,647,3
181659,769,587,2
181660,1007,485,3
181661,342,500,2
181662,619,145,2
181663,239,1515,3
181664,1301,1034,2
181665,646,1606,3
181666,618,105,2
181667,387,1621,2
181668,1117,14,3
181669,1639,1181,3
181670,1245,1259,2
181671,272,1687,3
181672,969,1141,3
181673,926,852,4
181674,130,145,2
181675,858,1426,2
181676,1421,105,2
181677,1355,312,2
181678,1466,905,3
181679,1069,362,2
181680,637,92,2
181681,342,500,2
181682,1117,14,3
181683,389,1259,2
181684,389,1259,2
181685,1113,1145,3
181686,1233,1257,2
181687,279,777,3
181688,988,727,2
181689,589,1308,3
181690,173,788,2
181691,389,1259,2
181692,1179,580,3
181693,327,92,2
181694,1261,25,2
181695,1578,1249,2
181696,842,1518,3
181697,947,1012,3
181698,176,713,3
181699,1404,593,2
181700,1694,1621,2
181701,389,1259,2
181702,765,1229,2
181703,1069,362,2
181705,1026,351,2
181707,126,871,2
181708,173,788,2
181709,196,1667,3
181710,936,143,2
181711,691,1079,3
181712,558,92,2
181713,533,1299,2
181714,876,580,3
181715,242,1531,2
181716,1343,25,2
181717,1301,1034,2
181718,1376,480,3
181719,1084,194,3
181720,847,101,3
181721,1663,1398,2
181722,508,362,2
181723,1286,854,2
181726,1007,485,3
181727,1244,500,2
181728,472,1259,2
181729,646,1606,3
181730,324,1145,3
181731,1007,485,3
181732,342,500,2
181733,1254,520,4
181735,1567,1531,2
181736,1301,1034,2
181738,1250,1423,2
181740,173,788,2
181741,1142,485,3
181743,1,854,2
181744,739,1181,3
181747,769,587,2
181748,1061,1259,2
181749,342,500,2
181750,173,788,2
181751,1262,1658,3
181752,1017,605,2
181753,1680,587,2
181754,403,1687,3
181755,1425,385,3
181756,1248,1368,3
181757,646,1606,3
181758,1255,587,2
181759,1245,1259,2
181760,1186,312,2
181761,367,125,4
181762,84,1308,3
181763,79,1687,3
181764,1578,1249,2
181765,1163,561,2
181766,130,145,2
181767,774,620,4
181768,518,362,2
181769,1404,593,2
181770,1117,14,3
181772,769,587,2
181773,1142,485,3
181774,996,1259,2
181775,324,1145,3
181776,414,206,3
181777,1623,1066,3
181778,491,679,1
181779,828,293,2
181780,1542,745,3
181781,324,1145,3
181783,1221,1426,2
181784,1301,1034,2
181785,209,293,2
181786,1343,25,2
181787,1114,113,2
181789,173,788,2
181790,126,871,2
181791,1077,1081,2
181792,196,1667,3
181793,65,293,2
181795,1007,485,3
181796,1142,485,3
181797,1578,1249,2
181798,725,1519,2
181799,928,20,3
181800,196,1667,3
181801,606,810,2
181802,1362,587,2
181804,1305,1214,3
181806,403,1687,3
181807,1051,955,3
181808,491,679,1
181809,389,1259,2
181810,324,1145,3
181811,619,145,2
181812,1649,945,2
181813,1388,1249,2
181814,1142,485,3
181815,1301,1034,2
181816,173,788,2
181817,1051,955,3
181818,64,206,3
181819,479,520,4
181820,977,871,2
181821,342,500,2
181824,196,1667,3
181825,173,788,2
181826,1432,362,2
181827,342,500,2
181828,1663,1398,2
181829,208,33,2
181830,1250,1423,2
181831,1254,520,4
181832,342,500,2
181833,1503,580,3
181835,1279,1606,3
181836,1003,61,2
181837,691,1079,3
181838,535,426,3
181839,1007,485,3
181840,117,1492,3
181841,575,1257,2
181842,492,362,2
181843,173,788,2
181844,1530,879,2
181845,618,105,2
181846,1498,580,3
181847,1026,351,2
181848,35,20,3
181849,561,395,1
181850,1675,1550,3
181851,729,1175,3
181852,1393,1383,3
181854,69,485,3
181855,1510,1009,2
181857,828,293,2
181858,1680,587,2
181859,1172,810,2
181860,742,1067,3
181861,1061,1259,2
181862,792,805,3
181864,1364,933,2
181865,1114,113,2
181866,1663,1398,2
181867,282,113,2
181868,508,362,2
181869,730,1482,1
181870,1163,561,2
181871,491,679,1
181872,1086,250,1
181874,1343,25,2
181875,64,206,3
181876,1084,194,3
181877,64,206,3
181878,403,1687,3
181879,769,587,2
181880,342,500,2
181881,1,854,2
181882,646,1606,3
181883,69,485,3
181884,130,145,2
181885,251,194,3
181887,1483,561,2
181888,1253,127,3
181889,1273,125,4
181890,769,587,2
181891,342,500,2
181892,635,1229,2
181893,65,293,2
181894,739,1181,3
181895,1421,105,2
181896,1694,1621,2
181897,586,1519,2
181898,1301,1034,2
181900,479,520,4
181901,1628,605,2
181902,236,647,3
181903,209,293,2
181905,1634,143,2
181909,282,113,2
181910,618,105,2
181912,64,206,3
181913,1277,312,2
181914,637,92,2
181915,842,1518,3
181916,342,500,2
181917,208,33,2
181918,1007,485,3
181919,173,788,2
181920,331,1487,3
181922,342,500,2
181923,1511,409,2
181924,1221,1426,2
181925,1171,938,3
181926,1113,1145,3
181927,1663,1398,2
181928,876,580,3
181929,863,194,3
181931,389,1259,2
181932,302,1458,3
181933,1554,1678,2
181934,1196,1181,3
181935,1694,1621,2
181936,1043,226,3
181937,769,587,2
181938,686,594,3
181939,624,871,2
181940,1663,1398,2
181941,1051,955,3
181942,1286,854,2
181943,209,293,2
181944,1018,1331,4
181945,1114,113,2
181946,1344,713,3
181947,799,920,2
181948,421,1424,2
181951,844,1458,3
181952,1318,986,2
181954,173,788,2
181955,342,500,2
181956,1429,593,2
181957,1192,955,3
181958,396,164,2
181959,1498,580,3
181960,1196,1181,3
181961,1650,1426,2
181962,1051,955,3
181963,1483,561,2
181964,928,20,3
181965,360,1174,3
181966,263,143,2
181967,1552,1259,2
181968,342,500,2
181970,130,145,2
181971,535,426,3
181972,1578,1249,2
181973,509,110,2
181976,1378,322,3
181977,48,500,2
181978,769,587,2
181979,1362,587,2
181980,367,125,4
181981,471,1368,3
181982,1301,1034,2
181983,1051,955,3
181984,173,788,2
181985,1250,1423,2
181986,1489,1009,2
181988,1301,1034,2
181989,876,580,3
181992,352,859,1
181993,48,500,2
181994,936,143,2
181995,1680,587,2
181996,769,587,2
181997,342,500,2
181998,1070,1423,2
182000,1384,1458,3
182001,686,594,3
182002,1188,1497,2
182003,1645,1534,3
182004,741,362,2
182005,84,1308,3
182007,741,362,2
182008,263,143,2
182009,1043,226,3
182010,1483,561,2
182011,1504,587,2
182012,1113,1145,3
182013,523,593,2
182014,769,587,2
182015,494,768,2
182016,3,1281,3
182017,126,871,2
182018,1603,520,4
182019,988,727,2
182020,130,145,2
182021,646,1606,3
182022,227,602,2
182023,828,293,2
182024,70,8,3
182025,1142,485,3
182026,324,1145,3
182027,876,580,3
182028,1623,1066,3
182029,1245,1259,2
182030,333,1497,2
182031,1044,1687,3
182032,1250,1423,2
182034,166,1259,2
182035,324,1145,3
182036,267,1566,2
182037,56,1497,2
182039,70,8,3
182040,1533,602,2
182042,1163,561,2
182043,1623,1066,3
182044,1172,810,2
182045,1434,1136,3
182046,1680,587,2
182047,1344,713,3
182048,739,1181,3
182049,1639,1181,3
182050,1026,351,2
182051,390,1546,3
182052,1680,587,2
182053,1007,485,3
182056,926,852,4
182057,988,727,2
182058,196,1667,3
182059,1338,1278,2
182060,1155,101,3
182061,130,145,2
182062,1384,1458,3
182063,1142,485,3
182064,381,1482,1
182065,1639,1181,3
182066,589,1308,3
182067,646,1606,3
182069,1477,206,3
182070,342,500,2
182071,692,213,3
182072,1301,1034,2
182073,324,1145,3
182074,209,293,2
182075,225,593,2
182076,126,871,2
182077,1279,1606,3
182078,564,214,3
182079,1625,1141,3
182080,1250,1423,2
182081,575,1257,2
182082,491,679,1
182083,1209,1292,3
182084,1070,1423,2
182085,158,1621,2
182086,1244,500,2
182087,1680,587,2
182088,65,293,2
182090,1113,1145,3
182091,1425,385,3
182092,195,1079,3
182093,1279,1606,3
182094,780,1067,3
182095,984,827,3
182097,403,1687,3
182098,434,968,2
182099,1344,713,3
182100,1358,1009,2
182101,988,727,2
182102,65,293,2
182103,746,1200,2
182104,176,713,3
182106,800,383,3
182107,1221,1426,2
182108,1486,140,1
182109,858,1426,2
182110,263,143,2
182111,618,105,2
182112,1301,1034,2
182115,1619,1398,2
182116,1007,485,3
182117,996,1259,2
182118,437,92,2
182120,278,362,2
182121,421,1424,2
182122,1387,933,2
182123,1256,879,2
182124,1130,1323,3
182125,414,206,3
182126,1233,1257,2
182127,1244,500,2
182128,1685,339,3
182129,1421,105,2
182130,1007,485,3
182131,1279,1606,3
182132,479,520,4
182135,429,113,2
182136,1142,485,3
182137,789,14,3
182138,316,605,2
182139,1533,602,2
182140,686,594,3
182141,5,1637,3
182142,198,1009,2
182143,1208,827,3
182144,360,1174,3
182145,273,362,2
182146,256,1257,2
182147,1250,1423,2
182148,1142,485,3
182149,1466,905,3
182150,242,1531,2
182151,1076,986,2
182152,330,986,2
182153,423,47,3
182154,769,587,2
182155,1196,1181,3
182156,191,1383,3
182157,124,104,3
182158,730,1482,1
182159,263,143,2
182160,1542,745,3
182161,1007,485,3
182162,1020,1329,3
182163,1244,500,2
182164,227,602,2
182165,1298,335,3
182166,263,143,2
182167,774,620,4
182168,613,798,2
182169,333,1497,2
182170,184,1009,2
182171,1051,955,3
182172,739,1181,3
182175,227,602,2
182176,130,145,2
182178,490,647,3
182179,1432,362,2
182180,173,788,2
182181,50,312,2
182182,959,1095,3
182183,1073,580,3
182184,1233,1257,2
182185,1003,61,2
182187,1680,587,2
182188,1114,113,2
182189,1404,593,2
182190,371,1482,1
182191,1447,351,2
182192,575,1257,2
182193,818,852,4
182194,342,500,2
182195,535,426,3
182196,331,1487,3
182197,915,1550,3
182198,1271,1259,2
182199,1263,1637,3
182200,1069,362,2
182201,818,852,4
182202,769,587,2
182203,403,1687,3
182204,1680,587,2
182205,844,1458,3
182206,1172,810,2
182207,1059,1696,2
182208,242,1531,2
182209,1038,1174,3
182210,936,143,2
182211,818,852,4
182212,1250,1423,2
182213,427,1313,3
182214,1301,1034,2
182215,944,950,4
182216,1135,1329,3
182217,741,362,2
182219,324,1145,3
182220,730,1482,1
182221,1343,25,2
182222,1070,1423,2
182223,1595,1673,2
182224,1142,485,3
182225,173,788,2
182226,828,293,2
182227,739,1181,3
182228,1007,485,3
182230,196,1667,3
182231,330,986,2
182232,272,1687,3
182233,1084,194,3
182234,1301,1034,2
182235,944,950,4
182236,173,788,2
182237,1070,1423,2
182238,1135,1329,3
182239,236,647,3
182240,1263,1637,3
182241,618,105,2
182243,481,1009,2
182244,294,1687,3
182246,627,520,4
182247,619,145,2
182248,833,901,2
182249,1069,362,2
182250,1113,1145,3
182251,637,92,2
182252,769,587,2
182253,5,1637,3
182254,130,145,2
182255,792,805,3
182256,1084,194,3
182257,331,1487,3
182259,535,426,3
182260,1250,1423,2
182261,64,206,3
182262,64,206,3
182263,381,1482,1
182264,342,500,2
182266,1114,113,2
182267,1196,1181,3
182268,936,143,2
182269,1221,1426,2
182270,126,871,2
182271,48,500,2
182272,65,293,2
182273,452,561,2
182274,525,1566,2
182276,1286,854,2
182277,227,602,2
182278,342,500,2
182279,130,145,2
182281,1216,859,1
182282,984,827,3
182283,1385,1202,2
182284,535,426,3
182286,1244,500,2
182287,1286,854,2
182288,829,1518,3
182289,1639,1181,3
182290,403,1687,3
182291,48,500,2
182292,342,500,2
182293,1312,713,3
182294,1373,872,2
182295,58,766,3
182296,987,1426,2
182297,784,38,3
182298,884,127,3
182299,1070,1423,2
182300,1483,561,2
182301,518,362,2
182302,195,1079,3
182303,959,1095,3
182304,707,561,2
182305,414,206,3
